x,y_true,y_observed
-1.0,0.09999999999999987,0.32918340030062365
-0.9983319432860718,0.094270708009767,-0.06424906177914907
-0.9966638865721434,0.08849216150244049,0.5970583575029587
-0.9949958298582152,0.08266454130463863,0.24100014325175861
-0.9933277731442869,0.07678803366189385,-0.06782838093854499
-0.9916597164303587,0.07086283023242551,-0.2605065776153617
-0.9899916597164303,0.06488912808030384,0.7019503177133255
-0.9883236030025021,0.05886712966803426,-0.1101982519210683
-0.9866555462885738,0.05279704284853132,-0.5066169686688584
-0.9849874895746455,0.04667908085651068,0.277416332642031
-0.9833194328607172,0.04051346229927999,-0.17231309224187158
-0.981651376146789,0.034300411146938825,0.8767017739006296
-0.9799833194328608,0.028040156721986453,-0.1606065730448483
-0.9783152627189324,0.021732933688333844,-0.463948189627827
-0.9766472060050042,0.015378982039735034,-0.537300505039394
-0.9749791492910759,0.008978547087611644,-0.700715859855451
-0.9733110925771477,0.0025318794483076834,0.26214275493444233
-0.9716430358632193,-0.003960764970262709,0.6724702958509525
-0.9699749791492911,-0.010499124982539187,0.07947831739388894
-0.9683069224353628,-0.01708293413983425,-0.11946138832496837
-0.9666388657214345,-0.023711920745434045,-0.411342240365264
-0.9649708090075062,-0.030385807870282888,0.24759341398945417
-0.963302752293578,-0.037104313369249964,-0.4887768535946111
-0.9616346955796498,-0.043867149897975966,-0.25190112120917907
-0.9599666388657214,-0.050674024930303485,-0.16727729526058321
-0.9582985821517932,-0.05752464077627423,0.34063134759910535
-0.9566305254378649,-0.06441869460071886,0.20935959063654547
-0.9549624687239366,-0.07135587844240499,0.4423877671505402
-0.9532944120100083,-0.07833587923376867,0.7518401409828424
-0.9516263552960801,-0.08535837882121286,-0.1401164255614219
-0.9499582985821518,-0.09242305398597539,0.6247294743559818
-0.9482902418682235,-0.09952957646556507,0.47047556385574874
-0.9466221851542953,-0.10667761297576114,-0.0052575961214951505
-0.944954128440367,-0.1138668252331814,0.4158243614232989
-0.9432860717264387,-0.12109686997839983,0.2655967007747041
-0.9416180150125104,-0.12836739899964045,0.4928475050215545
-0.9399499582985822,-0.13567805915701114,-1.0299413566837767
-0.9382819015846539,-0.14302849240730267,-0.466324799024482
-0.9366138448707256,-0.1504183358293359,-0.611458742887636
-0.9349457881567973,-0.15784722164985962,-0.04685934539265371
-0.9332777314428691,-0.16531477726999552,-0.06564877749724547
-0.9316096747289407,-0.17282062529222808,-0.6182636944305357
-0.9299416180150125,-0.18036438354793644,-0.4183357682314619
-0.9282735613010842,-0.18794566512546645,-0.13335532622427132
-0.926605504587156,-0.19556407839873863,-0.24967503967821053
-0.9249374478732277,-0.203219227056393,-0.20014595775745722
-0.9232693911592994,-0.21091071013145973,-0.35633810813107597
-0.9216013344453712,-0.2186381220315638,-0.6493995063096822
-0.9199332777314428,-0.22640105256965243,-0.007472897182942084
-0.9182652210175146,-0.23419908699524578,-0.7105768763697549
-0.9165971643035863,-0.24203180602620616,0.041839770641449836
